sound_class_list,output,File_Name
[34.0],N,Dog1_1
"[34.0, 31.0]",N,Dog1_1
"[34.0, 31.0, 1.0]",N,Dog1_1
"[34.0, 31.0, 1.0, 29.0]",N,Dog1_1
"[34.0, 31.0, 1.0, 29.0, 31.0]",N,Dog1_1
"[34.0, 31.0, 1.0, 29.0, 31.0, 31.0]",N,Dog1_1
"[34.0, 31.0, 1.0, 29.0, 31.0, 31.0, 1.0]",N,Dog1_1
"[34.0, 31.0, 1.0, 29.0, 31.0, 31.0, 1.0, 43.0]",Y,Dog1_1
[31.0],N,Dog1_1
"[31.0, 1.0]",N,Dog1_1
"[31.0, 1.0, 29.0]",N,Dog1_1
"[31.0, 1.0, 29.0, 31.0]",N,Dog1_1
"[31.0, 1.0, 29.0, 31.0, 31.0]",N,Dog1_1
"[31.0, 1.0, 29.0, 31.0, 31.0, 1.0]",N,Dog1_1
"[31.0, 1.0, 29.0, 31.0, 31.0, 1.0, 43.0]",Y,Dog1_1
[1.0],N,Dog1_1
"[1.0, 29.0]",N,Dog1_1
"[1.0, 29.0, 31.0]",N,Dog1_1
"[1.0, 29.0, 31.0, 31.0]",N,Dog1_1
"[1.0, 29.0, 31.0, 31.0, 1.0]",N,Dog1_1
"[1.0, 29.0, 31.0, 31.0, 1.0, 43.0]",Y,Dog1_1
[29.0],N,Dog1_1
"[29.0, 31.0]",N,Dog1_1
"[29.0, 31.0, 31.0]",N,Dog1_1
"[29.0, 31.0, 31.0, 1.0]",N,Dog1_1
"[29.0, 31.0, 31.0, 1.0, 43.0]",Y,Dog1_1
[31.0],N,Dog1_1
"[31.0, 31.0]",N,Dog1_1
"[31.0, 31.0, 1.0]",N,Dog1_1
"[31.0, 31.0, 1.0, 43.0]",Y,Dog1_1
[31.0],N,Dog1_1
"[31.0, 1.0]",N,Dog1_1
"[31.0, 1.0, 43.0]",Y,Dog1_1
[1.0],N,Dog1_1
"[1.0, 43.0]",Y,Dog1_1
[43.0],Y,Dog1_1
[26.0],N,Dog1_10
"[26.0, 17.0]",N,Dog1_10
"[26.0, 17.0, 40.0]",N,Dog1_10
