sound_class_list,output,File_Name
[0],N,Dog4_1.wav
"[0, 8]",N,Dog4_1.wav
"[0, 8, 4]",N,Dog4_1.wav
"[0, 8, 4, 4]",N,Dog4_1.wav
"[0, 8, 4, 4, 9]",N,Dog4_1.wav
"[0, 8, 4, 4, 9, 9]",N,Dog4_1.wav
"[0, 8, 4, 4, 9, 9, 8]",N,Dog4_1.wav
"[0, 8, 4, 4, 9, 9, 8, 9]",N,Dog4_1.wav
"[0, 8, 4, 4, 9, 9, 8, 9, 6.0]",Y,Dog4_1.wav
[8],N,Dog4_1.wav
"[8, 4]",N,Dog4_1.wav
"[8, 4, 4]",N,Dog4_1.wav
"[8, 4, 4, 9]",N,Dog4_1.wav
"[8, 4, 4, 9, 9]",N,Dog4_1.wav
"[8, 4, 4, 9, 9, 8]",N,Dog4_1.wav
"[8, 4, 4, 9, 9, 8, 9]",N,Dog4_1.wav
"[8, 4, 4, 9, 9, 8, 9, 6.0]",Y,Dog4_1.wav
[4],N,Dog4_1.wav
"[4, 4]",N,Dog4_1.wav
"[4, 4, 9]",N,Dog4_1.wav
"[4, 4, 9, 9]",N,Dog4_1.wav
"[4, 4, 9, 9, 8]",N,Dog4_1.wav
"[4, 4, 9, 9, 8, 9]",N,Dog4_1.wav
"[4, 4, 9, 9, 8, 9, 6.0]",Y,Dog4_1.wav
[4],N,Dog4_1.wav
"[4, 9]",N,Dog4_1.wav
"[4, 9, 9]",N,Dog4_1.wav
"[4, 9, 9, 8]",N,Dog4_1.wav
"[4, 9, 9, 8, 9]",N,Dog4_1.wav
"[4, 9, 9, 8, 9, 6.0]",Y,Dog4_1.wav
[9],N,Dog4_1.wav
"[9, 9]",N,Dog4_1.wav
"[9, 9, 8]",N,Dog4_1.wav
"[9, 9, 8, 9]",N,Dog4_1.wav
"[9, 9, 8, 9, 6.0]",Y,Dog4_1.wav
[9],N,Dog4_1.wav
"[9, 8]",N,Dog4_1.wav
"[9, 8, 9]",N,Dog4_1.wav
"[9, 8, 9, 6.0]",Y,Dog4_1.wav
[8],N,Dog4_1.wav
"[8, 9]",N,Dog4_1.wav
"[8, 9, 6.0]",Y,Dog4_1.wav
[9],N,Dog4_1.wav
"[9, 6.0]",Y,Dog4_1.wav
[6.0],Y,Dog4_1.wav
[9],N,Dog4_2.wav
"[9, 0]",N,Dog4_2.wav
"[9, 0, 8]",N,Dog4_2.wav
"[9, 0, 8, 8]",N,Dog4_2.wav
"[9, 0, 8, 8, 9]",N,Dog4_2.wav
"[9, 0, 8, 8, 9, 1]",N,Dog4_2.wav
"[9, 0, 8, 8, 9, 1, 0]",N,Dog4_2.wav
"[9, 0, 8, 8, 9, 1, 0, 9]",N,Dog4_2.wav
"[9, 0, 8, 8, 9, 1, 0, 9, 7.0]",Y,Dog4_2.wav
[0],N,Dog4_2.wav
"[0, 8]",N,Dog4_2.wav
"[0, 8, 8]",N,Dog4_2.wav
"[0, 8, 8, 9]",N,Dog4_2.wav
"[0, 8, 8, 9, 1]",N,Dog4_2.wav
"[0, 8, 8, 9, 1, 0]",N,Dog4_2.wav
"[0, 8, 8, 9, 1, 0, 9]",N,Dog4_2.wav
"[0, 8, 8, 9, 1, 0, 9, 7.0]",Y,Dog4_2.wav
[8],N,Dog4_2.wav
"[8, 8]",N,Dog4_2.wav
"[8, 8, 9]",N,Dog4_2.wav
"[8, 8, 9, 1]",N,Dog4_2.wav
"[8, 8, 9, 1, 0]",N,Dog4_2.wav
"[8, 8, 9, 1, 0, 9]",N,Dog4_2.wav
"[8, 8, 9, 1, 0, 9, 7.0]",Y,Dog4_2.wav
[8],N,Dog4_2.wav
"[8, 9]",N,Dog4_2.wav
"[8, 9, 1]",N,Dog4_2.wav
"[8, 9, 1, 0]",N,Dog4_2.wav
"[8, 9, 1, 0, 9]",N,Dog4_2.wav
"[8, 9, 1, 0, 9, 7.0]",Y,Dog4_2.wav
[9],N,Dog4_2.wav
"[9, 1]",N,Dog4_2.wav
"[9, 1, 0]",N,Dog4_2.wav
"[9, 1, 0, 9]",N,Dog4_2.wav
"[9, 1, 0, 9, 7.0]",Y,Dog4_2.wav
[1],N,Dog4_2.wav
"[1, 0]",N,Dog4_2.wav
"[1, 0, 9]",N,Dog4_2.wav
"[1, 0, 9, 7.0]",Y,Dog4_2.wav
[0],N,Dog4_2.wav
"[0, 9]",N,Dog4_2.wav
"[0, 9, 7.0]",Y,Dog4_2.wav
[9],N,Dog4_2.wav
"[9, 7.0]",Y,Dog4_2.wav
[7.0],Y,Dog4_2.wav
[8],N,Dog4_3.wav
"[8, 0]",N,Dog4_3.wav
"[8, 0, 4]",N,Dog4_3.wav
"[8, 0, 4, 9]",N,Dog4_3.wav
"[8, 0, 4, 9, 2]",N,Dog4_3.wav
"[8, 0, 4, 9, 2, 9]",N,Dog4_3.wav
"[8, 0, 4, 9, 2, 9, 0]",N,Dog4_3.wav
"[8, 0, 4, 9, 2, 9, 0, 6]",Y,Dog4_3.wav
[0],N,Dog4_3.wav
"[0, 4]",N,Dog4_3.wav
"[0, 4, 9]",N,Dog4_3.wav
"[0, 4, 9, 2]",N,Dog4_3.wav
"[0, 4, 9, 2, 9]",N,Dog4_3.wav
"[0, 4, 9, 2, 9, 0]",N,Dog4_3.wav
"[0, 4, 9, 2, 9, 0, 6]",Y,Dog4_3.wav
[4],N,Dog4_3.wav
"[4, 9]",N,Dog4_3.wav
"[4, 9, 2]",N,Dog4_3.wav
"[4, 9, 2, 9]",N,Dog4_3.wav
"[4, 9, 2, 9, 0]",N,Dog4_3.wav
"[4, 9, 2, 9, 0, 6]",Y,Dog4_3.wav
[9],N,Dog4_3.wav
"[9, 2]",N,Dog4_3.wav
"[9, 2, 9]",N,Dog4_3.wav
"[9, 2, 9, 0]",N,Dog4_3.wav
"[9, 2, 9, 0, 6]",Y,Dog4_3.wav
[2],N,Dog4_3.wav
"[2, 9]",N,Dog4_3.wav
"[2, 9, 0]",N,Dog4_3.wav
"[2, 9, 0, 6]",Y,Dog4_3.wav
[9],N,Dog4_3.wav
"[9, 0]",N,Dog4_3.wav
"[9, 0, 6]",Y,Dog4_3.wav
[0],N,Dog4_3.wav
"[0, 6]",Y,Dog4_3.wav
[6],Y,Dog4_3.wav
[2],N,Dog4_4.wav
"[2, 4]",N,Dog4_4.wav
"[2, 4, 0]",N,Dog4_4.wav
"[2, 4, 0, 2]",N,Dog4_4.wav
"[2, 4, 0, 2, 8]",N,Dog4_4.wav
"[2, 4, 0, 2, 8, 5]",N,Dog4_4.wav
"[2, 4, 0, 2, 8, 5, 2]",N,Dog4_4.wav
"[2, 4, 0, 2, 8, 5, 2, 0]",N,Dog4_4.wav
"[2, 4, 0, 2, 8, 5, 2, 0, 6.0]",Y,Dog4_4.wav
[4],N,Dog4_4.wav
"[4, 0]",N,Dog4_4.wav
"[4, 0, 2]",N,Dog4_4.wav
"[4, 0, 2, 8]",N,Dog4_4.wav
"[4, 0, 2, 8, 5]",N,Dog4_4.wav
"[4, 0, 2, 8, 5, 2]",N,Dog4_4.wav
"[4, 0, 2, 8, 5, 2, 0]",N,Dog4_4.wav
"[4, 0, 2, 8, 5, 2, 0, 6.0]",Y,Dog4_4.wav
[0],N,Dog4_4.wav
"[0, 2]",N,Dog4_4.wav
"[0, 2, 8]",N,Dog4_4.wav
"[0, 2, 8, 5]",N,Dog4_4.wav
"[0, 2, 8, 5, 2]",N,Dog4_4.wav
"[0, 2, 8, 5, 2, 0]",N,Dog4_4.wav
"[0, 2, 8, 5, 2, 0, 6.0]",Y,Dog4_4.wav
[2],N,Dog4_4.wav
"[2, 8]",N,Dog4_4.wav
"[2, 8, 5]",N,Dog4_4.wav
"[2, 8, 5, 2]",N,Dog4_4.wav
"[2, 8, 5, 2, 0]",N,Dog4_4.wav
"[2, 8, 5, 2, 0, 6.0]",Y,Dog4_4.wav
[8],N,Dog4_4.wav
"[8, 5]",N,Dog4_4.wav
"[8, 5, 2]",N,Dog4_4.wav
"[8, 5, 2, 0]",N,Dog4_4.wav
"[8, 5, 2, 0, 6.0]",Y,Dog4_4.wav
[5],N,Dog4_4.wav
"[5, 2]",N,Dog4_4.wav
"[5, 2, 0]",N,Dog4_4.wav
"[5, 2, 0, 6.0]",Y,Dog4_4.wav
[2],N,Dog4_4.wav
"[2, 0]",N,Dog4_4.wav
"[2, 0, 6.0]",Y,Dog4_4.wav
[0],N,Dog4_4.wav
"[0, 6.0]",Y,Dog4_4.wav
[6.0],Y,Dog4_4.wav
[9],N,Dog4_5.wav
"[9, 9]",N,Dog4_5.wav
"[9, 9, 8]",N,Dog4_5.wav
"[9, 9, 8, 2]",N,Dog4_5.wav
"[9, 9, 8, 2, 8]",N,Dog4_5.wav
"[9, 9, 8, 2, 8, 1]",N,Dog4_5.wav
"[9, 9, 8, 2, 8, 1, 4]",N,Dog4_5.wav
"[9, 9, 8, 2, 8, 1, 4, 2]",N,Dog4_5.wav
"[9, 9, 8, 2, 8, 1, 4, 2, 7.0]",Y,Dog4_5.wav
[9],N,Dog4_5.wav
"[9, 8]",N,Dog4_5.wav
"[9, 8, 2]",N,Dog4_5.wav
"[9, 8, 2, 8]",N,Dog4_5.wav
"[9, 8, 2, 8, 1]",N,Dog4_5.wav
"[9, 8, 2, 8, 1, 4]",N,Dog4_5.wav
"[9, 8, 2, 8, 1, 4, 2]",N,Dog4_5.wav
"[9, 8, 2, 8, 1, 4, 2, 7.0]",Y,Dog4_5.wav
[8],N,Dog4_5.wav
"[8, 2]",N,Dog4_5.wav
"[8, 2, 8]",N,Dog4_5.wav
"[8, 2, 8, 1]",N,Dog4_5.wav
"[8, 2, 8, 1, 4]",N,Dog4_5.wav
