sound_class_list,output,File_Name
[6.0],N,Dog2_1
"[6.0, 29.0]",N,Dog2_1
"[6.0, 29.0, 29.0]",N,Dog2_1
"[6.0, 29.0, 29.0, 31.0]",N,Dog2_1
"[6.0, 29.0, 29.0, 31.0, 25.0]",N,Dog2_1
"[6.0, 29.0, 29.0, 31.0, 25.0, 14.0]",N,Dog2_1
"[6.0, 29.0, 29.0, 31.0, 25.0, 14.0, 48.0]",N,Dog2_1
"[6.0, 29.0, 29.0, 31.0, 25.0, 14.0, 48.0, 40.0]",N,Dog2_1
"[6.0, 29.0, 29.0, 31.0, 25.0, 14.0, 48.0, 40.0, 48.0]",Y,Dog2_1
[29.0],N,Dog2_1
"[29.0, 29.0]",N,Dog2_1
"[29.0, 29.0, 31.0]",N,Dog2_1
"[29.0, 29.0, 31.0, 25.0]",N,Dog2_1
"[29.0, 29.0, 31.0, 25.0, 14.0]",N,Dog2_1
"[29.0, 29.0, 31.0, 25.0, 14.0, 48.0]",N,Dog2_1
"[29.0, 29.0, 31.0, 25.0, 14.0, 48.0, 40.0]",N,Dog2_1
"[29.0, 29.0, 31.0, 25.0, 14.0, 48.0, 40.0, 48.0]",Y,Dog2_1
[29.0],N,Dog2_1
"[29.0, 31.0]",N,Dog2_1
"[29.0, 31.0, 25.0]",N,Dog2_1
"[29.0, 31.0, 25.0, 14.0]",N,Dog2_1
"[29.0, 31.0, 25.0, 14.0, 48.0]",N,Dog2_1
"[29.0, 31.0, 25.0, 14.0, 48.0, 40.0]",N,Dog2_1
"[29.0, 31.0, 25.0, 14.0, 48.0, 40.0, 48.0]",Y,Dog2_1
[31.0],N,Dog2_1
"[31.0, 25.0]",N,Dog2_1
"[31.0, 25.0, 14.0]",N,Dog2_1
"[31.0, 25.0, 14.0, 48.0]",N,Dog2_1
"[31.0, 25.0, 14.0, 48.0, 40.0]",N,Dog2_1
"[31.0, 25.0, 14.0, 48.0, 40.0, 48.0]",Y,Dog2_1
[25.0],N,Dog2_1
"[25.0, 14.0]",N,Dog2_1
"[25.0, 14.0, 48.0]",N,Dog2_1
"[25.0, 14.0, 48.0, 40.0]",N,Dog2_1
"[25.0, 14.0, 48.0, 40.0, 48.0]",Y,Dog2_1
[14.0],N,Dog2_1
"[14.0, 48.0]",N,Dog2_1
"[14.0, 48.0, 40.0]",N,Dog2_1
"[14.0, 48.0, 40.0, 48.0]",Y,Dog2_1
[48.0],N,Dog2_1
"[48.0, 40.0]",N,Dog2_1
"[48.0, 40.0, 48.0]",Y,Dog2_1
[40.0],N,Dog2_1
"[40.0, 48.0]",Y,Dog2_1
[48.0],Y,Dog2_1
[31.0],N,Dog2_10
"[31.0, 1.0]",N,Dog2_10
"[31.0, 1.0, 14.0]",N,Dog2_10
"[31.0, 1.0, 14.0, 6.0]",N,Dog2_10
"[31.0, 1.0, 14.0, 6.0, 42.0]",N,Dog2_10
"[31.0, 1.0, 14.0, 6.0, 42.0, 34.0]",N,Dog2_10
"[31.0, 1.0, 14.0, 6.0, 42.0, 34.0, 44.0]",N,Dog2_10
