sound_class_list,output,File_Name
[22.0],N,Dog10_1
"[22.0, 43.0]",N,Dog10_1
"[22.0, 43.0, 48.0]",N,Dog10_1
"[22.0, 43.0, 48.0, 42.0]",N,Dog10_1
"[22.0, 43.0, 48.0, 42.0, 17.0]",N,Dog10_1
"[22.0, 43.0, 48.0, 42.0, 17.0, 22.0]",N,Dog10_1
"[22.0, 43.0, 48.0, 42.0, 17.0, 22.0, 32.0]",N,Dog10_1
"[22.0, 43.0, 48.0, 42.0, 17.0, 22.0, 32.0, 29.0]",N,Dog10_1
"[22.0, 43.0, 48.0, 42.0, 17.0, 22.0, 32.0, 29.0, 34.0]",N,Dog10_1
"[22.0, 43.0, 48.0, 42.0, 17.0, 22.0, 32.0, 29.0, 34.0, 29.0]",Y,Dog10_1
[43.0],N,Dog10_1
"[43.0, 48.0]",N,Dog10_1
"[43.0, 48.0, 42.0]",N,Dog10_1
"[43.0, 48.0, 42.0, 17.0]",N,Dog10_1
"[43.0, 48.0, 42.0, 17.0, 22.0]",N,Dog10_1
"[43.0, 48.0, 42.0, 17.0, 22.0, 32.0]",N,Dog10_1
"[43.0, 48.0, 42.0, 17.0, 22.0, 32.0, 29.0]",N,Dog10_1
"[43.0, 48.0, 42.0, 17.0, 22.0, 32.0, 29.0, 34.0]",N,Dog10_1
"[43.0, 48.0, 42.0, 17.0, 22.0, 32.0, 29.0, 34.0, 29.0]",Y,Dog10_1
[48.0],N,Dog10_1
"[48.0, 42.0]",N,Dog10_1
"[48.0, 42.0, 17.0]",N,Dog10_1
"[48.0, 42.0, 17.0, 22.0]",N,Dog10_1
"[48.0, 42.0, 17.0, 22.0, 32.0]",N,Dog10_1
"[48.0, 42.0, 17.0, 22.0, 32.0, 29.0]",N,Dog10_1
"[48.0, 42.0, 17.0, 22.0, 32.0, 29.0, 34.0]",N,Dog10_1
"[48.0, 42.0, 17.0, 22.0, 32.0, 29.0, 34.0, 29.0]",Y,Dog10_1
[42.0],N,Dog10_1
"[42.0, 17.0]",N,Dog10_1
