sound_class_list,output,File_Name
[0],N,Dog3_1.wav
"[0, 9]",N,Dog3_1.wav
"[0, 9, 8]",N,Dog3_1.wav
"[0, 9, 8, 0]",N,Dog3_1.wav
"[0, 9, 8, 0, 4]",N,Dog3_1.wav
"[0, 9, 8, 0, 4, 1]",N,Dog3_1.wav
"[0, 9, 8, 0, 4, 1, 2]",N,Dog3_1.wav
"[0, 9, 8, 0, 4, 1, 2, 2]",N,Dog3_1.wav
"[0, 9, 8, 0, 4, 1, 2, 2, 5.0]",Y,Dog3_1.wav
[9],N,Dog3_1.wav
"[9, 8]",N,Dog3_1.wav
"[9, 8, 0]",N,Dog3_1.wav
"[9, 8, 0, 4]",N,Dog3_1.wav
"[9, 8, 0, 4, 1]",N,Dog3_1.wav
"[9, 8, 0, 4, 1, 2]",N,Dog3_1.wav
"[9, 8, 0, 4, 1, 2, 2]",N,Dog3_1.wav
"[9, 8, 0, 4, 1, 2, 2, 5.0]",Y,Dog3_1.wav
[8],N,Dog3_1.wav
"[8, 0]",N,Dog3_1.wav
"[8, 0, 4]",N,Dog3_1.wav
"[8, 0, 4, 1]",N,Dog3_1.wav
"[8, 0, 4, 1, 2]",N,Dog3_1.wav
"[8, 0, 4, 1, 2, 2]",N,Dog3_1.wav
"[8, 0, 4, 1, 2, 2, 5.0]",Y,Dog3_1.wav
[0],N,Dog3_1.wav
"[0, 4]",N,Dog3_1.wav
"[0, 4, 1]",N,Dog3_1.wav
"[0, 4, 1, 2]",N,Dog3_1.wav
"[0, 4, 1, 2, 2]",N,Dog3_1.wav
"[0, 4, 1, 2, 2, 5.0]",Y,Dog3_1.wav
[4],N,Dog3_1.wav
"[4, 1]",N,Dog3_1.wav
"[4, 1, 2]",N,Dog3_1.wav
"[4, 1, 2, 2]",N,Dog3_1.wav
"[4, 1, 2, 2, 5.0]",Y,Dog3_1.wav
[1],N,Dog3_1.wav
"[1, 2]",N,Dog3_1.wav
"[1, 2, 2]",N,Dog3_1.wav
"[1, 2, 2, 5.0]",Y,Dog3_1.wav
[2],N,Dog3_1.wav
"[2, 2]",N,Dog3_1.wav
"[2, 2, 5.0]",Y,Dog3_1.wav
[2],N,Dog3_1.wav
"[2, 5.0]",Y,Dog3_1.wav
[5.0],Y,Dog3_1.wav
[2],N,Dog3_3.wav
"[2, 7]",N,Dog3_3.wav
"[2, 7, 4]",N,Dog3_3.wav
"[2, 7, 4, 9]",N,Dog3_3.wav
"[2, 7, 4, 9, 8]",N,Dog3_3.wav
"[2, 7, 4, 9, 8, 4]",N,Dog3_3.wav
"[2, 7, 4, 9, 8, 4, 8]",N,Dog3_3.wav
"[2, 7, 4, 9, 8, 4, 8, 4]",N,Dog3_3.wav
"[2, 7, 4, 9, 8, 4, 8, 4, 5.0]",Y,Dog3_3.wav
[7],N,Dog3_3.wav
"[7, 4]",N,Dog3_3.wav
"[7, 4, 9]",N,Dog3_3.wav
"[7, 4, 9, 8]",N,Dog3_3.wav
"[7, 4, 9, 8, 4]",N,Dog3_3.wav
"[7, 4, 9, 8, 4, 8]",N,Dog3_3.wav
"[7, 4, 9, 8, 4, 8, 4]",N,Dog3_3.wav
"[7, 4, 9, 8, 4, 8, 4, 5.0]",Y,Dog3_3.wav
[4],N,Dog3_3.wav
"[4, 9]",N,Dog3_3.wav
"[4, 9, 8]",N,Dog3_3.wav
"[4, 9, 8, 4]",N,Dog3_3.wav
"[4, 9, 8, 4, 8]",N,Dog3_3.wav
"[4, 9, 8, 4, 8, 4]",N,Dog3_3.wav
"[4, 9, 8, 4, 8, 4, 5.0]",Y,Dog3_3.wav
[9],N,Dog3_3.wav
"[9, 8]",N,Dog3_3.wav
"[9, 8, 4]",N,Dog3_3.wav
"[9, 8, 4, 8]",N,Dog3_3.wav
"[9, 8, 4, 8, 4]",N,Dog3_3.wav
"[9, 8, 4, 8, 4, 5.0]",Y,Dog3_3.wav
[8],N,Dog3_3.wav
"[8, 4]",N,Dog3_3.wav
"[8, 4, 8]",N,Dog3_3.wav
"[8, 4, 8, 4]",N,Dog3_3.wav
"[8, 4, 8, 4, 5.0]",Y,Dog3_3.wav
[4],N,Dog3_3.wav
"[4, 8]",N,Dog3_3.wav
"[4, 8, 4]",N,Dog3_3.wav
"[4, 8, 4, 5.0]",Y,Dog3_3.wav
[8],N,Dog3_3.wav
"[8, 4]",N,Dog3_3.wav
"[8, 4, 5.0]",Y,Dog3_3.wav
[4],N,Dog3_3.wav
"[4, 5.0]",Y,Dog3_3.wav
[5.0],Y,Dog3_3.wav
[7],N,Dog3_4.wav
"[7, 0]",N,Dog3_4.wav
"[7, 0, 6]",N,Dog3_4.wav
"[7, 0, 6, 9]",N,Dog3_4.wav
"[7, 0, 6, 9, 9]",N,Dog3_4.wav
"[7, 0, 6, 9, 9, 9]",N,Dog3_4.wav
"[7, 0, 6, 9, 9, 9, 0]",N,Dog3_4.wav
"[7, 0, 6, 9, 9, 9, 0, 7]",N,Dog3_4.wav
"[7, 0, 6, 9, 9, 9, 0, 7, 5.0]",Y,Dog3_4.wav
[0],N,Dog3_4.wav
"[0, 6]",N,Dog3_4.wav
"[0, 6, 9]",N,Dog3_4.wav
"[0, 6, 9, 9]",N,Dog3_4.wav
"[0, 6, 9, 9, 9]",N,Dog3_4.wav
"[0, 6, 9, 9, 9, 0]",N,Dog3_4.wav
"[0, 6, 9, 9, 9, 0, 7]",N,Dog3_4.wav
"[0, 6, 9, 9, 9, 0, 7, 5.0]",Y,Dog3_4.wav
[6],N,Dog3_4.wav
"[6, 9]",N,Dog3_4.wav
"[6, 9, 9]",N,Dog3_4.wav
"[6, 9, 9, 9]",N,Dog3_4.wav
"[6, 9, 9, 9, 0]",N,Dog3_4.wav
"[6, 9, 9, 9, 0, 7]",N,Dog3_4.wav
"[6, 9, 9, 9, 0, 7, 5.0]",Y,Dog3_4.wav
[9],N,Dog3_4.wav
"[9, 9]",N,Dog3_4.wav
"[9, 9, 9]",N,Dog3_4.wav
"[9, 9, 9, 0]",N,Dog3_4.wav
"[9, 9, 9, 0, 7]",N,Dog3_4.wav
"[9, 9, 9, 0, 7, 5.0]",Y,Dog3_4.wav
[9],N,Dog3_4.wav
"[9, 9]",N,Dog3_4.wav
"[9, 9, 0]",N,Dog3_4.wav
"[9, 9, 0, 7]",N,Dog3_4.wav
"[9, 9, 0, 7, 5.0]",Y,Dog3_4.wav
[9],N,Dog3_4.wav
"[9, 0]",N,Dog3_4.wav
"[9, 0, 7]",N,Dog3_4.wav
"[9, 0, 7, 5.0]",Y,Dog3_4.wav
[0],N,Dog3_4.wav
"[0, 7]",N,Dog3_4.wav
"[0, 7, 5.0]",Y,Dog3_4.wav
[7],N,Dog3_4.wav
"[7, 5.0]",Y,Dog3_4.wav
[5.0],Y,Dog3_4.wav
[1],N,Dog3_5.wav
"[1, 2]",N,Dog3_5.wav
"[1, 2, 7]",N,Dog3_5.wav
"[1, 2, 7, 1]",N,Dog3_5.wav
"[1, 2, 7, 1, 2]",N,Dog3_5.wav
"[1, 2, 7, 1, 2, 7]",N,Dog3_5.wav
"[1, 2, 7, 1, 2, 7, 8]",N,Dog3_5.wav
"[1, 2, 7, 1, 2, 7, 8, 8]",N,Dog3_5.wav
"[1, 2, 7, 1, 2, 7, 8, 8, 5.0]",Y,Dog3_5.wav
[2],N,Dog3_5.wav
"[2, 7]",N,Dog3_5.wav
"[2, 7, 1]",N,Dog3_5.wav
"[2, 7, 1, 2]",N,Dog3_5.wav
"[2, 7, 1, 2, 7]",N,Dog3_5.wav
"[2, 7, 1, 2, 7, 8]",N,Dog3_5.wav
"[2, 7, 1, 2, 7, 8, 8]",N,Dog3_5.wav
"[2, 7, 1, 2, 7, 8, 8, 5.0]",Y,Dog3_5.wav
[7],N,Dog3_5.wav
"[7, 1]",N,Dog3_5.wav
"[7, 1, 2]",N,Dog3_5.wav
"[7, 1, 2, 7]",N,Dog3_5.wav
"[7, 1, 2, 7, 8]",N,Dog3_5.wav
"[7, 1, 2, 7, 8, 8]",N,Dog3_5.wav
"[7, 1, 2, 7, 8, 8, 5.0]",Y,Dog3_5.wav
[1],N,Dog3_5.wav
"[1, 2]",N,Dog3_5.wav
"[1, 2, 7]",N,Dog3_5.wav
"[1, 2, 7, 8]",N,Dog3_5.wav
"[1, 2, 7, 8, 8]",N,Dog3_5.wav
"[1, 2, 7, 8, 8, 5.0]",Y,Dog3_5.wav
[2],N,Dog3_5.wav
"[2, 7]",N,Dog3_5.wav
"[2, 7, 8]",N,Dog3_5.wav
"[2, 7, 8, 8]",N,Dog3_5.wav
"[2, 7, 8, 8, 5.0]",Y,Dog3_5.wav
[7],N,Dog3_5.wav
"[7, 8]",N,Dog3_5.wav
"[7, 8, 8]",N,Dog3_5.wav
"[7, 8, 8, 5.0]",Y,Dog3_5.wav
[8],N,Dog3_5.wav
"[8, 8]",N,Dog3_5.wav
"[8, 8, 5.0]",Y,Dog3_5.wav
[8],N,Dog3_5.wav
"[8, 5.0]",Y,Dog3_5.wav
[5.0],Y,Dog3_5.wav
[4],N,Dog3_6.wav
"[4, 9]",N,Dog3_6.wav
"[4, 9, 1]",N,Dog3_6.wav
"[4, 9, 1, 8]",N,Dog3_6.wav
"[4, 9, 1, 8, 8]",N,Dog3_6.wav
"[4, 9, 1, 8, 8, 2]",N,Dog3_6.wav
"[4, 9, 1, 8, 8, 2, 7]",N,Dog3_6.wav
"[4, 9, 1, 8, 8, 2, 7, 8]",N,Dog3_6.wav
"[4, 9, 1, 8, 8, 2, 7, 8, 5.0]",Y,Dog3_6.wav
[9],N,Dog3_6.wav
"[9, 1]",N,Dog3_6.wav
"[9, 1, 8]",N,Dog3_6.wav
"[9, 1, 8, 8]",N,Dog3_6.wav
"[9, 1, 8, 8, 2]",N,Dog3_6.wav
"[9, 1, 8, 8, 2, 7]",N,Dog3_6.wav
"[9, 1, 8, 8, 2, 7, 8]",N,Dog3_6.wav
"[9, 1, 8, 8, 2, 7, 8, 5.0]",Y,Dog3_6.wav
[1],N,Dog3_6.wav
"[1, 8]",N,Dog3_6.wav
"[1, 8, 8]",N,Dog3_6.wav
"[1, 8, 8, 2]",N,Dog3_6.wav
"[1, 8, 8, 2, 7]",N,Dog3_6.wav
"[1, 8, 8, 2, 7, 8]",N,Dog3_6.wav
"[1, 8, 8, 2, 7, 8, 5.0]",Y,Dog3_6.wav
[8],N,Dog3_6.wav
"[8, 8]",N,Dog3_6.wav
"[8, 8, 2]",N,Dog3_6.wav
"[8, 8, 2, 7]",N,Dog3_6.wav
"[8, 8, 2, 7, 8]",N,Dog3_6.wav
"[8, 8, 2, 7, 8, 5.0]",Y,Dog3_6.wav
[8],N,Dog3_6.wav
"[8, 2]",N,Dog3_6.wav
"[8, 2, 7]",N,Dog3_6.wav
"[8, 2, 7, 8]",N,Dog3_6.wav
"[8, 2, 7, 8, 5.0]",Y,Dog3_6.wav
[2],N,Dog3_6.wav
"[2, 7]",N,Dog3_6.wav
"[2, 7, 8]",N,Dog3_6.wav
"[2, 7, 8, 5.0]",Y,Dog3_6.wav
[7],N,Dog3_6.wav
"[7, 8]",N,Dog3_6.wav
"[7, 8, 5.0]",Y,Dog3_6.wav
[8],N,Dog3_6.wav
"[8, 5.0]",Y,Dog3_6.wav
[5.0],Y,Dog3_6.wav
[1],N,Dog3_7.wav
"[1, 8]",N,Dog3_7.wav
"[1, 8, 4]",N,Dog3_7.wav
"[1, 8, 4, 7]",N,Dog3_7.wav
"[1, 8, 4, 7, 8]",N,Dog3_7.wav
"[1, 8, 4, 7, 8, 2]",N,Dog3_7.wav
"[1, 8, 4, 7, 8, 2, 0]",N,Dog3_7.wav
"[1, 8, 4, 7, 8, 2, 0, 0]",N,Dog3_7.wav
"[1, 8, 4, 7, 8, 2, 0, 0, 5.0]",Y,Dog3_7.wav
[8],N,Dog3_7.wav
"[8, 4]",N,Dog3_7.wav
"[8, 4, 7]",N,Dog3_7.wav
"[8, 4, 7, 8]",N,Dog3_7.wav
"[8, 4, 7, 8, 2]",N,Dog3_7.wav
"[8, 4, 7, 8, 2, 0]",N,Dog3_7.wav
"[8, 4, 7, 8, 2, 0, 0]",N,Dog3_7.wav
"[8, 4, 7, 8, 2, 0, 0, 5.0]",Y,Dog3_7.wav
[4],N,Dog3_7.wav
"[4, 7]",N,Dog3_7.wav
"[4, 7, 8]",N,Dog3_7.wav
"[4, 7, 8, 2]",N,Dog3_7.wav
"[4, 7, 8, 2, 0]",N,Dog3_7.wav
"[4, 7, 8, 2, 0, 0]",N,Dog3_7.wav
"[4, 7, 8, 2, 0, 0, 5.0]",Y,Dog3_7.wav
[7],N,Dog3_7.wav
"[7, 8]",N,Dog3_7.wav
"[7, 8, 2]",N,Dog3_7.wav
"[7, 8, 2, 0]",N,Dog3_7.wav
"[7, 8, 2, 0, 0]",N,Dog3_7.wav
"[7, 8, 2, 0, 0, 5.0]",Y,Dog3_7.wav
[8],N,Dog3_7.wav
"[8, 2]",N,Dog3_7.wav
"[8, 2, 0]",N,Dog3_7.wav
"[8, 2, 0, 0]",N,Dog3_7.wav
"[8, 2, 0, 0, 5.0]",Y,Dog3_7.wav
[2],N,Dog3_7.wav
"[2, 0]",N,Dog3_7.wav
"[2, 0, 0]",N,Dog3_7.wav
"[2, 0, 0, 5.0]",Y,Dog3_7.wav
[0],N,Dog3_7.wav
"[0, 0]",N,Dog3_7.wav
"[0, 0, 5.0]",Y,Dog3_7.wav
[0],N,Dog3_7.wav
"[0, 5.0]",Y,Dog3_7.wav
[5.0],Y,Dog3_7.wav
[0],N,Dog3_9.wav
"[0, 9]",N,Dog3_9.wav
"[0, 9, 4]",N,Dog3_9.wav
"[0, 9, 4, 9]",N,Dog3_9.wav
"[0, 9, 4, 9, 8]",N,Dog3_9.wav
"[0, 9, 4, 9, 8, 7]",N,Dog3_9.wav
"[0, 9, 4, 9, 8, 7, 8]",N,Dog3_9.wav
"[0, 9, 4, 9, 8, 7, 8, 8]",N,Dog3_9.wav
"[0, 9, 4, 9, 8, 7, 8, 8, 5.0]",Y,Dog3_9.wav
[9],N,Dog3_9.wav
"[9, 4]",N,Dog3_9.wav
"[9, 4, 9]",N,Dog3_9.wav
"[9, 4, 9, 8]",N,Dog3_9.wav
"[9, 4, 9, 8, 7]",N,Dog3_9.wav
"[9, 4, 9, 8, 7, 8]",N,Dog3_9.wav
"[9, 4, 9, 8, 7, 8, 8]",N,Dog3_9.wav
"[9, 4, 9, 8, 7, 8, 8, 5.0]",Y,Dog3_9.wav
[4],N,Dog3_9.wav
"[4, 9]",N,Dog3_9.wav
"[4, 9, 8]",N,Dog3_9.wav
"[4, 9, 8, 7]",N,Dog3_9.wav
"[4, 9, 8, 7, 8]",N,Dog3_9.wav
"[4, 9, 8, 7, 8, 8]",N,Dog3_9.wav
"[4, 9, 8, 7, 8, 8, 5.0]",Y,Dog3_9.wav
[9],N,Dog3_9.wav
