sound_class_list,output,File_Name
[34.0],N,Dog6_1
"[34.0, 15.0]",N,Dog6_1
"[34.0, 15.0, 31.0]",N,Dog6_1
"[34.0, 15.0, 31.0, 17.0]",N,Dog6_1
"[34.0, 15.0, 31.0, 17.0, 31.0]",N,Dog6_1
"[34.0, 15.0, 31.0, 17.0, 31.0, 31.0]",N,Dog6_1
"[34.0, 15.0, 31.0, 17.0, 31.0, 31.0, 31.0]",N,Dog6_1
"[34.0, 15.0, 31.0, 17.0, 31.0, 31.0, 31.0, 8.0]",N,Dog6_1
"[34.0, 15.0, 31.0, 17.0, 31.0, 31.0, 31.0, 8.0, 40.0]",Y,Dog6_1
[15.0],N,Dog6_1
"[15.0, 31.0]",N,Dog6_1
"[15.0, 31.0, 17.0]",N,Dog6_1
"[15.0, 31.0, 17.0, 31.0]",N,Dog6_1
"[15.0, 31.0, 17.0, 31.0, 31.0]",N,Dog6_1
"[15.0, 31.0, 17.0, 31.0, 31.0, 31.0]",N,Dog6_1
"[15.0, 31.0, 17.0, 31.0, 31.0, 31.0, 8.0]",N,Dog6_1
"[15.0, 31.0, 17.0, 31.0, 31.0, 31.0, 8.0, 40.0]",Y,Dog6_1
[31.0],N,Dog6_1
"[31.0, 17.0]",N,Dog6_1
"[31.0, 17.0, 31.0]",N,Dog6_1
"[31.0, 17.0, 31.0, 31.0]",N,Dog6_1
"[31.0, 17.0, 31.0, 31.0, 31.0]",N,Dog6_1
"[31.0, 17.0, 31.0, 31.0, 31.0, 8.0]",N,Dog6_1
"[31.0, 17.0, 31.0, 31.0, 31.0, 8.0, 40.0]",Y,Dog6_1
[17.0],N,Dog6_1
"[17.0, 31.0]",N,Dog6_1
"[17.0, 31.0, 31.0]",N,Dog6_1
"[17.0, 31.0, 31.0, 31.0]",N,Dog6_1
"[17.0, 31.0, 31.0, 31.0, 8.0]",N,Dog6_1
"[17.0, 31.0, 31.0, 31.0, 8.0, 40.0]",Y,Dog6_1
[31.0],N,Dog6_1
"[31.0, 31.0]",N,Dog6_1
"[31.0, 31.0, 31.0]",N,Dog6_1
"[31.0, 31.0, 31.0, 8.0]",N,Dog6_1
"[31.0, 31.0, 31.0, 8.0, 40.0]",Y,Dog6_1
[31.0],N,Dog6_1
"[31.0, 31.0]",N,Dog6_1
"[31.0, 31.0, 8.0]",N,Dog6_1
"[31.0, 31.0, 8.0, 40.0]",Y,Dog6_1
[31.0],N,Dog6_1
"[31.0, 8.0]",N,Dog6_1
"[31.0, 8.0, 40.0]",Y,Dog6_1
[8.0],N,Dog6_1
"[8.0, 40.0]",Y,Dog6_1
[40.0],Y,Dog6_1
[44.0],N,Dog6_10
"[44.0, 34.0]",N,Dog6_10
"[44.0, 34.0, 38.0]",N,Dog6_10
"[44.0, 34.0, 38.0, 48.0]",N,Dog6_10
"[44.0, 34.0, 38.0, 48.0, 17.0]",N,Dog6_10
"[44.0, 34.0, 38.0, 48.0, 17.0, 43.0]",N,Dog6_10
"[44.0, 34.0, 38.0, 48.0, 17.0, 43.0, 31.0]",N,Dog6_10
"[44.0, 34.0, 38.0, 48.0, 17.0, 43.0, 31.0, 40.0]",N,Dog6_10
"[44.0, 34.0, 38.0, 48.0, 17.0, 43.0, 31.0, 40.0, 40.0]",Y,Dog6_10
[34.0],N,Dog6_10
"[34.0, 38.0]",N,Dog6_10
"[34.0, 38.0, 48.0]",N,Dog6_10
"[34.0, 38.0, 48.0, 17.0]",N,Dog6_10
"[34.0, 38.0, 48.0, 17.0, 43.0]",N,Dog6_10
"[34.0, 38.0, 48.0, 17.0, 43.0, 31.0]",N,Dog6_10
"[34.0, 38.0, 48.0, 17.0, 43.0, 31.0, 40.0]",N,Dog6_10
"[34.0, 38.0, 48.0, 17.0, 43.0, 31.0, 40.0, 40.0]",Y,Dog6_10
[38.0],N,Dog6_10
"[38.0, 48.0]",N,Dog6_10
"[38.0, 48.0, 17.0]",N,Dog6_10
"[38.0, 48.0, 17.0, 43.0]",N,Dog6_10
"[38.0, 48.0, 17.0, 43.0, 31.0]",N,Dog6_10
"[38.0, 48.0, 17.0, 43.0, 31.0, 40.0]",N,Dog6_10
"[38.0, 48.0, 17.0, 43.0, 31.0, 40.0, 40.0]",Y,Dog6_10
[48.0],N,Dog6_10
"[48.0, 17.0]",N,Dog6_10
"[48.0, 17.0, 43.0]",N,Dog6_10
"[48.0, 17.0, 43.0, 31.0]",N,Dog6_10
"[48.0, 17.0, 43.0, 31.0, 40.0]",N,Dog6_10
"[48.0, 17.0, 43.0, 31.0, 40.0, 40.0]",Y,Dog6_10
[17.0],N,Dog6_10
"[17.0, 43.0]",N,Dog6_10
"[17.0, 43.0, 31.0]",N,Dog6_10
"[17.0, 43.0, 31.0, 40.0]",N,Dog6_10
"[17.0, 43.0, 31.0, 40.0, 40.0]",Y,Dog6_10
[43.0],N,Dog6_10
"[43.0, 31.0]",N,Dog6_10
"[43.0, 31.0, 40.0]",N,Dog6_10
"[43.0, 31.0, 40.0, 40.0]",Y,Dog6_10
[31.0],N,Dog6_10
"[31.0, 40.0]",N,Dog6_10
"[31.0, 40.0, 40.0]",Y,Dog6_10
[40.0],N,Dog6_10
"[40.0, 40.0]",Y,Dog6_10
[40.0],Y,Dog6_10
[28.0],N,Dog6_2
"[28.0, 16.0]",N,Dog6_2
"[28.0, 16.0, 34.0]",N,Dog6_2
"[28.0, 16.0, 34.0, 34.0]",N,Dog6_2
"[28.0, 16.0, 34.0, 34.0, 34.0]",N,Dog6_2
"[28.0, 16.0, 34.0, 34.0, 34.0, 44.0]",N,Dog6_2
"[28.0, 16.0, 34.0, 34.0, 34.0, 44.0, 31.0]",N,Dog6_2
"[28.0, 16.0, 34.0, 34.0, 34.0, 44.0, 31.0, 48.0]",Y,Dog6_2
[16.0],N,Dog6_2
"[16.0, 34.0]",N,Dog6_2
"[16.0, 34.0, 34.0]",N,Dog6_2
"[16.0, 34.0, 34.0, 34.0]",N,Dog6_2
"[16.0, 34.0, 34.0, 34.0, 44.0]",N,Dog6_2
