sound_class_list,output,File_Name
[28.0],N,Dog8_1
"[28.0, 48.0]",N,Dog8_1
"[28.0, 48.0, 22.0]",N,Dog8_1
"[28.0, 48.0, 22.0, 48.0]",N,Dog8_1
"[28.0, 48.0, 22.0, 48.0, 48.0]",N,Dog8_1
"[28.0, 48.0, 22.0, 48.0, 48.0, 24.0]",N,Dog8_1
"[28.0, 48.0, 22.0, 48.0, 48.0, 24.0, 29.0]",N,Dog8_1
"[28.0, 48.0, 22.0, 48.0, 48.0, 24.0, 29.0, 48.0]",N,Dog8_1
"[28.0, 48.0, 22.0, 48.0, 48.0, 24.0, 29.0, 48.0, 17.0]",Y,Dog8_1
[48.0],N,Dog8_1
"[48.0, 22.0]",N,Dog8_1
"[48.0, 22.0, 48.0]",N,Dog8_1
"[48.0, 22.0, 48.0, 48.0]",N,Dog8_1
"[48.0, 22.0, 48.0, 48.0, 24.0]",N,Dog8_1
"[48.0, 22.0, 48.0, 48.0, 24.0, 29.0]",N,Dog8_1
"[48.0, 22.0, 48.0, 48.0, 24.0, 29.0, 48.0]",N,Dog8_1
"[48.0, 22.0, 48.0, 48.0, 24.0, 29.0, 48.0, 17.0]",Y,Dog8_1
[22.0],N,Dog8_1
"[22.0, 48.0]",N,Dog8_1
"[22.0, 48.0, 48.0]",N,Dog8_1
"[22.0, 48.0, 48.0, 24.0]",N,Dog8_1
"[22.0, 48.0, 48.0, 24.0, 29.0]",N,Dog8_1
"[22.0, 48.0, 48.0, 24.0, 29.0, 48.0]",N,Dog8_1
"[22.0, 48.0, 48.0, 24.0, 29.0, 48.0, 17.0]",Y,Dog8_1
[48.0],N,Dog8_1
"[48.0, 48.0]",N,Dog8_1
"[48.0, 48.0, 24.0]",N,Dog8_1
"[48.0, 48.0, 24.0, 29.0]",N,Dog8_1
"[48.0, 48.0, 24.0, 29.0, 48.0]",N,Dog8_1
"[48.0, 48.0, 24.0, 29.0, 48.0, 17.0]",Y,Dog8_1
[48.0],N,Dog8_1
"[48.0, 24.0]",N,Dog8_1
"[48.0, 24.0, 29.0]",N,Dog8_1
