sound_class_list,output,File_Name
[5],N,Dog8_1.wav
"[5, 2]",N,Dog8_1.wav
"[5, 2, 1]",N,Dog8_1.wav
"[5, 2, 1, 6]",N,Dog8_1.wav
"[5, 2, 1, 6, 2]",N,Dog8_1.wav
"[5, 2, 1, 6, 2, 5]",N,Dog8_1.wav
"[5, 2, 1, 6, 2, 5, 6]",N,Dog8_1.wav
"[5, 2, 1, 6, 2, 5, 6, 8]",N,Dog8_1.wav
"[5, 2, 1, 6, 2, 5, 6, 8, 7.0]",Y,Dog8_1.wav
[2],N,Dog8_1.wav
"[2, 1]",N,Dog8_1.wav
"[2, 1, 6]",N,Dog8_1.wav
"[2, 1, 6, 2]",N,Dog8_1.wav
"[2, 1, 6, 2, 5]",N,Dog8_1.wav
"[2, 1, 6, 2, 5, 6]",N,Dog8_1.wav
"[2, 1, 6, 2, 5, 6, 8]",N,Dog8_1.wav
"[2, 1, 6, 2, 5, 6, 8, 7.0]",Y,Dog8_1.wav
[1],N,Dog8_1.wav
"[1, 6]",N,Dog8_1.wav
"[1, 6, 2]",N,Dog8_1.wav
"[1, 6, 2, 5]",N,Dog8_1.wav
"[1, 6, 2, 5, 6]",N,Dog8_1.wav
"[1, 6, 2, 5, 6, 8]",N,Dog8_1.wav
"[1, 6, 2, 5, 6, 8, 7.0]",Y,Dog8_1.wav
[6],N,Dog8_1.wav
"[6, 2]",N,Dog8_1.wav
"[6, 2, 5]",N,Dog8_1.wav
"[6, 2, 5, 6]",N,Dog8_1.wav
"[6, 2, 5, 6, 8]",N,Dog8_1.wav
"[6, 2, 5, 6, 8, 7.0]",Y,Dog8_1.wav
[2],N,Dog8_1.wav
"[2, 5]",N,Dog8_1.wav
"[2, 5, 6]",N,Dog8_1.wav
"[2, 5, 6, 8]",N,Dog8_1.wav
"[2, 5, 6, 8, 7.0]",Y,Dog8_1.wav
[5],N,Dog8_1.wav
"[5, 6]",N,Dog8_1.wav
"[5, 6, 8]",N,Dog8_1.wav
"[5, 6, 8, 7.0]",Y,Dog8_1.wav
[6],N,Dog8_1.wav
"[6, 8]",N,Dog8_1.wav
"[6, 8, 7.0]",Y,Dog8_1.wav
[8],N,Dog8_1.wav
"[8, 7.0]",Y,Dog8_1.wav
[7.0],Y,Dog8_1.wav
[4],N,Dog8_2.wav
"[4, 1]",N,Dog8_2.wav
"[4, 1, 2]",N,Dog8_2.wav
"[4, 1, 2, 6]",N,Dog8_2.wav
"[4, 1, 2, 6, 2]",N,Dog8_2.wav
"[4, 1, 2, 6, 2, 2]",N,Dog8_2.wav
"[4, 1, 2, 6, 2, 2, 6]",N,Dog8_2.wav
"[4, 1, 2, 6, 2, 2, 6, 4]",N,Dog8_2.wav
"[4, 1, 2, 6, 2, 2, 6, 4, 7.0]",Y,Dog8_2.wav
[1],N,Dog8_2.wav
"[1, 2]",N,Dog8_2.wav
"[1, 2, 6]",N,Dog8_2.wav
"[1, 2, 6, 2]",N,Dog8_2.wav
"[1, 2, 6, 2, 2]",N,Dog8_2.wav
"[1, 2, 6, 2, 2, 6]",N,Dog8_2.wav
"[1, 2, 6, 2, 2, 6, 4]",N,Dog8_2.wav
