sound_class_list,output,File_Name
[7],N,Dog9_1.wav
"[7, 4]",N,Dog9_1.wav
"[7, 4, 4]",N,Dog9_1.wav
"[7, 4, 4, 2]",N,Dog9_1.wav
"[7, 4, 4, 2, 2]",N,Dog9_1.wav
"[7, 4, 4, 2, 2, 9]",N,Dog9_1.wav
"[7, 4, 4, 2, 2, 9, 0]",N,Dog9_1.wav
"[7, 4, 4, 2, 2, 9, 0, 7]",N,Dog9_1.wav
"[7, 4, 4, 2, 2, 9, 0, 7, 5.0]",Y,Dog9_1.wav
[4],N,Dog9_1.wav
"[4, 4]",N,Dog9_1.wav
"[4, 4, 2]",N,Dog9_1.wav
"[4, 4, 2, 2]",N,Dog9_1.wav
"[4, 4, 2, 2, 9]",N,Dog9_1.wav
"[4, 4, 2, 2, 9, 0]",N,Dog9_1.wav
"[4, 4, 2, 2, 9, 0, 7]",N,Dog9_1.wav
"[4, 4, 2, 2, 9, 0, 7, 5.0]",Y,Dog9_1.wav
[4],N,Dog9_1.wav
"[4, 2]",N,Dog9_1.wav
"[4, 2, 2]",N,Dog9_1.wav
"[4, 2, 2, 9]",N,Dog9_1.wav
"[4, 2, 2, 9, 0]",N,Dog9_1.wav
"[4, 2, 2, 9, 0, 7]",N,Dog9_1.wav
"[4, 2, 2, 9, 0, 7, 5.0]",Y,Dog9_1.wav
[2],N,Dog9_1.wav
"[2, 2]",N,Dog9_1.wav
"[2, 2, 9]",N,Dog9_1.wav
"[2, 2, 9, 0]",N,Dog9_1.wav
"[2, 2, 9, 0, 7]",N,Dog9_1.wav
"[2, 2, 9, 0, 7, 5.0]",Y,Dog9_1.wav
[2],N,Dog9_1.wav
"[2, 9]",N,Dog9_1.wav
"[2, 9, 0]",N,Dog9_1.wav
"[2, 9, 0, 7]",N,Dog9_1.wav
"[2, 9, 0, 7, 5.0]",Y,Dog9_1.wav
[9],N,Dog9_1.wav
"[9, 0]",N,Dog9_1.wav
"[9, 0, 7]",N,Dog9_1.wav
"[9, 0, 7, 5.0]",Y,Dog9_1.wav
[0],N,Dog9_1.wav
"[0, 7]",N,Dog9_1.wav
"[0, 7, 5.0]",Y,Dog9_1.wav
[7],N,Dog9_1.wav
"[7, 5.0]",Y,Dog9_1.wav
[5.0],Y,Dog9_1.wav
[4],N,Dog9_2.wav
"[4, 9]",N,Dog9_2.wav
"[4, 9, 7]",N,Dog9_2.wav
"[4, 9, 7, 7]",N,Dog9_2.wav
"[4, 9, 7, 7, 7]",N,Dog9_2.wav
"[4, 9, 7, 7, 7, 7]",N,Dog9_2.wav
"[4, 9, 7, 7, 7, 7, 2]",N,Dog9_2.wav
"[4, 9, 7, 7, 7, 7, 2, 0]",N,Dog9_2.wav
"[4, 9, 7, 7, 7, 7, 2, 0, 5.0]",Y,Dog9_2.wav
[9],N,Dog9_2.wav
"[9, 7]",N,Dog9_2.wav
"[9, 7, 7]",N,Dog9_2.wav
"[9, 7, 7, 7]",N,Dog9_2.wav
"[9, 7, 7, 7, 7]",N,Dog9_2.wav
"[9, 7, 7, 7, 7, 2]",N,Dog9_2.wav
