sound_class_list,output,File_Name
[29.0],N,Dog3_1
"[29.0, 1.0]",N,Dog3_1
"[29.0, 1.0, 1.0]",N,Dog3_1
"[29.0, 1.0, 1.0, 42.0]",N,Dog3_1
"[29.0, 1.0, 1.0, 42.0, 48.0]",N,Dog3_1
"[29.0, 1.0, 1.0, 42.0, 48.0, 26.0]",N,Dog3_1
"[29.0, 1.0, 1.0, 42.0, 48.0, 26.0, 5.0]",N,Dog3_1
"[29.0, 1.0, 1.0, 42.0, 48.0, 26.0, 5.0, 4.0]",N,Dog3_1
"[29.0, 1.0, 1.0, 42.0, 48.0, 26.0, 5.0, 4.0, 48.0]",N,Dog3_1
"[29.0, 1.0, 1.0, 42.0, 48.0, 26.0, 5.0, 4.0, 48.0, 29.0]",Y,Dog3_1
[1.0],N,Dog3_1
"[1.0, 1.0]",N,Dog3_1
"[1.0, 1.0, 42.0]",N,Dog3_1
"[1.0, 1.0, 42.0, 48.0]",N,Dog3_1
"[1.0, 1.0, 42.0, 48.0, 26.0]",N,Dog3_1
"[1.0, 1.0, 42.0, 48.0, 26.0, 5.0]",N,Dog3_1
"[1.0, 1.0, 42.0, 48.0, 26.0, 5.0, 4.0]",N,Dog3_1
"[1.0, 1.0, 42.0, 48.0, 26.0, 5.0, 4.0, 48.0]",N,Dog3_1
"[1.0, 1.0, 42.0, 48.0, 26.0, 5.0, 4.0, 48.0, 29.0]",Y,Dog3_1
[1.0],N,Dog3_1
"[1.0, 42.0]",N,Dog3_1
"[1.0, 42.0, 48.0]",N,Dog3_1
"[1.0, 42.0, 48.0, 26.0]",N,Dog3_1
"[1.0, 42.0, 48.0, 26.0, 5.0]",N,Dog3_1
"[1.0, 42.0, 48.0, 26.0, 5.0, 4.0]",N,Dog3_1
"[1.0, 42.0, 48.0, 26.0, 5.0, 4.0, 48.0]",N,Dog3_1
"[1.0, 42.0, 48.0, 26.0, 5.0, 4.0, 48.0, 29.0]",Y,Dog3_1
[42.0],N,Dog3_1
"[42.0, 48.0]",N,Dog3_1
"[42.0, 48.0, 26.0]",N,Dog3_1
"[42.0, 48.0, 26.0, 5.0]",N,Dog3_1
"[42.0, 48.0, 26.0, 5.0, 4.0]",N,Dog3_1
"[42.0, 48.0, 26.0, 5.0, 4.0, 48.0]",N,Dog3_1
"[42.0, 48.0, 26.0, 5.0, 4.0, 48.0, 29.0]",Y,Dog3_1
[48.0],N,Dog3_1
"[48.0, 26.0]",N,Dog3_1
"[48.0, 26.0, 5.0]",N,Dog3_1
"[48.0, 26.0, 5.0, 4.0]",N,Dog3_1
"[48.0, 26.0, 5.0, 4.0, 48.0]",N,Dog3_1
"[48.0, 26.0, 5.0, 4.0, 48.0, 29.0]",Y,Dog3_1
[26.0],N,Dog3_1
"[26.0, 5.0]",N,Dog3_1
"[26.0, 5.0, 4.0]",N,Dog3_1
"[26.0, 5.0, 4.0, 48.0]",N,Dog3_1
"[26.0, 5.0, 4.0, 48.0, 29.0]",Y,Dog3_1
[5.0],N,Dog3_1
"[5.0, 4.0]",N,Dog3_1
"[5.0, 4.0, 48.0]",N,Dog3_1
"[5.0, 4.0, 48.0, 29.0]",Y,Dog3_1
[4.0],N,Dog3_1
"[4.0, 48.0]",N,Dog3_1
"[4.0, 48.0, 29.0]",Y,Dog3_1
[48.0],N,Dog3_1
"[48.0, 29.0]",Y,Dog3_1
[29.0],Y,Dog3_1
[14.0],N,Dog3_10
"[14.0, 42.0]",N,Dog3_10
"[14.0, 42.0, 1.0]",N,Dog3_10
"[14.0, 42.0, 1.0, 4.0]",N,Dog3_10
"[14.0, 42.0, 1.0, 4.0, 42.0]",N,Dog3_10
"[14.0, 42.0, 1.0, 4.0, 42.0, 3.0]",N,Dog3_10
"[14.0, 42.0, 1.0, 4.0, 42.0, 3.0, 27.0]",N,Dog3_10
"[14.0, 42.0, 1.0, 4.0, 42.0, 3.0, 27.0, 34.0]",N,Dog3_10
"[14.0, 42.0, 1.0, 4.0, 42.0, 3.0, 27.0, 34.0, 29.0]",Y,Dog3_10
[42.0],N,Dog3_10
"[42.0, 1.0]",N,Dog3_10
"[42.0, 1.0, 4.0]",N,Dog3_10
"[42.0, 1.0, 4.0, 42.0]",N,Dog3_10
"[42.0, 1.0, 4.0, 42.0, 3.0]",N,Dog3_10
"[42.0, 1.0, 4.0, 42.0, 3.0, 27.0]",N,Dog3_10
"[42.0, 1.0, 4.0, 42.0, 3.0, 27.0, 34.0]",N,Dog3_10
"[42.0, 1.0, 4.0, 42.0, 3.0, 27.0, 34.0, 29.0]",Y,Dog3_10
[1.0],N,Dog3_10
"[1.0, 4.0]",N,Dog3_10
"[1.0, 4.0, 42.0]",N,Dog3_10
