sound_class_list,output,File_Name
[34.0],N,Dog9_1
"[34.0, 6.0]",N,Dog9_1
"[34.0, 6.0, 17.0]",N,Dog9_1
"[34.0, 6.0, 17.0, 34.0]",N,Dog9_1
"[34.0, 6.0, 17.0, 34.0, 26.0]",N,Dog9_1
"[34.0, 6.0, 17.0, 34.0, 26.0, 26.0]",N,Dog9_1
"[34.0, 6.0, 17.0, 34.0, 26.0, 26.0, 48.0]",N,Dog9_1
"[34.0, 6.0, 17.0, 34.0, 26.0, 26.0, 48.0, 14.0]",N,Dog9_1
"[34.0, 6.0, 17.0, 34.0, 26.0, 26.0, 48.0, 14.0, 15.0]",Y,Dog9_1
[6.0],N,Dog9_1
"[6.0, 17.0]",N,Dog9_1
"[6.0, 17.0, 34.0]",N,Dog9_1
"[6.0, 17.0, 34.0, 26.0]",N,Dog9_1
"[6.0, 17.0, 34.0, 26.0, 26.0]",N,Dog9_1
"[6.0, 17.0, 34.0, 26.0, 26.0, 48.0]",N,Dog9_1
"[6.0, 17.0, 34.0, 26.0, 26.0, 48.0, 14.0]",N,Dog9_1
"[6.0, 17.0, 34.0, 26.0, 26.0, 48.0, 14.0, 15.0]",Y,Dog9_1
[17.0],N,Dog9_1
"[17.0, 34.0]",N,Dog9_1
"[17.0, 34.0, 26.0]",N,Dog9_1
"[17.0, 34.0, 26.0, 26.0]",N,Dog9_1
"[17.0, 34.0, 26.0, 26.0, 48.0]",N,Dog9_1
"[17.0, 34.0, 26.0, 26.0, 48.0, 14.0]",N,Dog9_1
"[17.0, 34.0, 26.0, 26.0, 48.0, 14.0, 15.0]",Y,Dog9_1
[34.0],N,Dog9_1
"[34.0, 26.0]",N,Dog9_1
"[34.0, 26.0, 26.0]",N,Dog9_1
"[34.0, 26.0, 26.0, 48.0]",N,Dog9_1
"[34.0, 26.0, 26.0, 48.0, 14.0]",N,Dog9_1
"[34.0, 26.0, 26.0, 48.0, 14.0, 15.0]",Y,Dog9_1
[26.0],N,Dog9_1
"[26.0, 26.0]",N,Dog9_1
"[26.0, 26.0, 48.0]",N,Dog9_1
"[26.0, 26.0, 48.0, 14.0]",N,Dog9_1
"[26.0, 26.0, 48.0, 14.0, 15.0]",Y,Dog9_1
[26.0],N,Dog9_1
"[26.0, 48.0]",N,Dog9_1
"[26.0, 48.0, 14.0]",N,Dog9_1
"[26.0, 48.0, 14.0, 15.0]",Y,Dog9_1
[48.0],N,Dog9_1
"[48.0, 14.0]",N,Dog9_1
